product_id,name,category,base_price,current_price,title_length,word_count,views,add_to_cart,purchases,stock_quantity,competitor_price,month,conversion_rate,stock_percentage,price_ratio,price_percentile,category_encoded,price_log,cat_mean_price,cat_std_price,optimal_price
11,Product 11,sports,709.2827654249907,626.2029890753006,56,6,3865,565,26,16,798.026998278481,10,0.006727037516170763,0.08,0.7846889772227726,0.5138974300434097,5,6.441270234769901,2362.3050146163573,1439.774856158148,829.624315211748
12,Product 12,books,3366.595333101587,3292.0107830690995,76,7,7384,630,52,124,3724.550941288613,11,0.007042253521126761,0.62,0.8838678366767446,0.9619570486124395,1,8.0995575569137,2258.384216522873,1536.4432032777277,3271.283298615452
13,Product 13,beauty,3904.7073857624514,4634.57789725058,87,13,5762,788,20,31,3507.4125455041863,2,0.003471017007983339,0.155,1.321366630563946,0.777005517360521,0,8.441516151403865,2483.0589853955703,1439.4142289513322,4149.016170406454
14,Product 14,clothing,472.5957974044199,558.1691912035835,82,18,1508,720,58,52,333.04165481139466,6,0.038461538461538464,0.26,1.6759741105648818,0.9220572021377564,2,6.326452094987655,2524.992439408614,1558.1829933031215,708.4108966246151
15,Product 15,electronics,3149.505740315715,2935.194299485718,48,8,2535,466,71,151,2939.3132671491344,11,0.028007889546351084,0.755,0.9985986632627929,0.8534299550861011,3,7.9848695658436695,2435.64625789258,1424.5378856919424,2881.778585087798
16,Product 16,electronics,193.74872063858157,213.11191045832274,70,5,5357,139,54,198,173.0164540071848,1,0.010080268807168192,0.99,1.2317436031227003,0.18852682682697952,3,5.3664988244001375,2435.64625789258,1424.5378856919424,421.84034168014387
17,Product 17,books,3748.6053371736407,3625.7766341899096,74,6,924,789,80,152,4610.086225843881,10,0.08658008658008658,0.76,0.7864878131484856,0.007382997905368227,1,8.19609955320949,2258.384216522873,1536.4432032777277,3679.6881683201123
18,Product 18,toys,126.4663475958318,101.61798363351599,57,7,8047,650,93,17,133.35214650303237,6,0.011557102025599602,0.085,0.762027356126624,0.5862205431064621,6,4.631013196456189,2761.7279599608955,1462.116403063641,373.93935661968726
19,Product 19,beauty,3606.9654357629097,3484.953282301964,65,13,6547,430,1,65,3100.813861978224,5,0.0001527417137620284,0.325,1.1238834181677293,0.009174795193832352,0,8.156496824470361,2483.0589853955703,1439.4142289513322,3072.715245840836
20,Product 20,sports,3931.8196027495187,3594.9694302663,32,8,1049,115,43,109,4604.175245275979,12,0.04099142040038131,0.545,0.7808063852380175,0.042203646283530794,5,8.187568894517085,2362.3050146163573,1439.774856158148,3782.2622931487226
21,Product 21,home,4965.643300968912,5710.062222013579,31,5,9032,92,74,78,5501.317252691793,11,0.008193091231178033,0.39,1.0379445430491483,0.1912468496793861,4,8.65016031372258,2607.7514029807867,1439.7449061287261,5596.6873474960275
22,Product 22,electronics,1789.7412993237401,1705.189377592078,96,11,2258,161,21,109,2114.2047618164897,1,0.009300265721877768,0.545,0.8065393704472633,0.26466255678307893,3,7.442017728685713,2435.64625789258,1424.5378856919424,1943.0740663753768
23,Product 23,clothing,4310.663326910654,5018.0279903213805,32,5,7503,465,65,122,3258.3426642040713,11,0.008663201386112223,0.61,1.5400553310273628,0.3074809294926868,2,8.520991566511546,2524.992439408614,1558.1829933031215,4160.185207869997
24,Product 24,toys,1717.6821513733744,1443.8108148479455,26,8,5672,752,47,155,1850.3139583600585,2,0.008286318758815232,0.775,0.7803058547575361,0.6307275527416583,6,7.275733667994579,2761.7279599608955,1462.116403063641,1598.9575449828878
25,Product 25,clothing,1636.2938978017567,1665.0402794726722,100,19,6404,715,88,46,1651.9487112521028,2,0.013741411617738912,0.23,1.0079249241404393,0.9415945371009418,2,7.418204999789066,2524.992439408614,1558.1829933031215,1716.74175743988
26,Product 26,electronics,3916.746404117244,4062.896660296982,58,14,5446,900,93,21,4315.52929704987,1,0.017076753580609623,0.105,0.9414596404372484,0.8668504608174753,3,8.309897560858488,2435.64625789258,1424.5378856919424,3864.3491043648714
27,Product 27,toys,73.44449735364392,70.0920929540969,69,15,2620,103,44,30,79.51058925710309,1,0.016793893129770993,0.15,0.8815441264992915,0.05752403290947994,6,4.263976120415274,2761.7279599608955,1462.116403063641,333.62894562713706
28,Product 28,clothing,3893.403607866467,4038.446367052816,85,18,3303,273,100,47,3337.5985802827754,11,0.030275507114744173,0.235,1.209985643842964,0.5904663272244645,2,8.303862923706436,2524.992439408614,1558.1829933031215,3895.8555158943245
29,Product 29,sports,4338.085778594125,5174.415445203497,50,5,615,208,60,180,5415.241616250824,3,0.0975609756097561,0.9,0.9555280838578611,0.18596554088288542,5,8.551674894177738,2362.3050146163573,1439.774856158148,4998.780463295408
30,Product 30,home,4908.6518447341805,5412.996103678484,82,18,8670,412,32,184,6058.437185721576,11,0.003690888119953864,0.92,0.893464096060242,0.6749554627056797,4,8.596742750498791,2607.7514029807867,1439.7449061287261,4934.341935324658
31,Product 31,beauty,4373.639074235357,4813.181355056594,52,5,5514,75,48,171,3419.158321086377,1,0.008705114254624592,0.855,1.4077094135633037,0.21292243178976433,0,8.479321290058978,2483.0589853955703,1439.4142289513322,4131.398551726848
32,Product 32,electronics,2369.2335438017217,2248.1101335574945,53,18,1029,181,33,129,1964.8159877098847,5,0.03206997084548105,0.645,1.1441835508361304,0.7983754117662434,3,7.718289920772549,2435.64625789258,1424.5378856919424,2238.2459303770706
33,Product 33,clothing,610.1281613877479,662.4386357929462,25,5,8043,653,72,198,440.747433729891,12,0.008951883625512868,0.99,1.5029892067367479,0.11293793197201196,2,6.4974363638779415,2524.992439408614,1558.1829933031215,836.9549784782253
34,Product 34,beauty,2362.183541170381,2345.49722436792,43,8,7188,497,96,157,2997.1734770113994,8,0.01335559265442404,0.785,0.7825697252288206,0.7263698085253284,0,7.7606789523519994,2483.0589853955703,1439.4142289513322,2596.3450010525544
35,Product 35,books,707.0552802687832,808.3856934865942,49,17,3929,11,80,26,561.6084317117492,2,0.020361415118350726,0.13,1.4394116039580862,0.2108463390233677,1,6.696275556830393,2258.384216522873,1536.4432032777277,940.3614560367132
36,Product 36,toys,2792.5768235468045,3218.6407757337115,57,17,8285,605,96,53,3595.155386079778,4,0.011587205793602897,0.265,0.8952716725947624,0.4295564575149401,6,8.077025071983991,2761.7279599608955,1462.116403063641,3458.996476880822
37,Product 37,electronics,1738.0271003007822,1929.6184331375014,94,7,5388,252,32,25,2047.7425973501836,3,0.005939123979213066,0.125,0.9423149353021532,0.10077087152150188,3,7.565595662249128,2435.64625789258,1424.5378856919424,2106.1971039376767
38,Product 38,clothing,2866.499200665071,2833.872488198661,25,11,9395,280,28,32,2520.223831711053,12,0.0029803086748270355,0.16,1.124452698423482,0.8399021177856492,2,7.949752237442621,2524.992439408614,1558.1829933031215,2658.5291655064993
39,Product 39,toys,2832.114851506148,3263.1407778148273,31,8,5242,958,14,176,2406.0721745503065,10,0.002670736360167875,0.88,1.3562106791018047,0.8197571496962951,6,8.09075184561188,2761.7279599608955,1462.116403063641,3096.267505827696
40,Product 40,electronics,3712.362769734815,3052.3957775985223,28,6,4768,672,42,35,2736.645760797739,10,0.008808724832214765,0.175,1.1153784758421716,0.6780308250573253,3,8.0240096199695,2435.64625789258,1424.5378856919424,2867.6290010959547
41,Product 41,electronics,1276.073815045691,1416.5258785734618,31,15,1588,893,25,71,1334.9781485266917,6,0.015743073047858942,0.355,1.0610854418379565,0.4659138119705858,3,7.256668291924474,2435.64625789258,1424.5378856919424,1579.0333488707684
42,Product 42,toys,4968.741701145414,4826.93293905264,61,8,3292,744,77,109,3803.2370191164077,10,0.02339003645200486,0.545,1.26916437623813,0.07431040253550514,6,8.482173692115287,2761.7279599608955,1462.116403063641,3991.515538491247
43,Product 43,books,3468.297313511877,3300.328798443976,78,13,3901,921,87,32,4065.739588781854,10,0.02230197385285824,0.16,0.8117413145569403,0.2944547190141801,1,8.10208033260144,2258.384216522873,1536.4432032777277,3013.9623070677853
44,Product 44,beauty,242.7596615609283,271.78615784379105,66,9,6054,845,24,58,204.34928072241033,2,0.003964321110009911,0.29,1.3300079006051775,0.8517047813333706,0,5.6086881836401155,2483.0589853955703,1439.4142289513322,468.8428922180881
45,Product 45,books,2636.250504940382,3024.9407063460812,60,15,5696,228,85,140,2420.3110516351658,1,0.014922752808988764,0.7,1.2498148551205543,0.7807636400410023,1,8.014977299426011,2258.384216522873,1536.4432032777277,2997.769842488193
46,Product 46,sports,3716.302273795545,3542.099120501495,21,19,7982,763,36,124,2911.218799516737,4,0.0045101478326234025,0.62,1.216706597624845,0.35205626152394265,5,8.172757080906962,2362.3050146163573,1439.774856158148,3092.0236359214696
47,Product 47,sports,1548.24199801103,1425.5159595734485,80,6,5670,147,73,89,1227.7440856794703,8,0.012874779541446208,0.445,1.1610855846921269,0.46976851715968637,5,7.262990358514874,2362.3050146163573,1439.774856158148,1413.974913338551
48,Product 48,home,1208.154243217802,1053.968772714136,58,14,9040,228,54,90,1536.1654053344482,11,0.005973451327433628,0.45,0.6861037028005913,0.5650803973977363,4,6.961266446149004,2607.7514029807867,1439.7449061287261,1386.7093343920667
49,Product 49,electronics,376.9420864237897,345.4195713629941,33,15,1966,586,90,98,442.4900851567206,9,0.04577822990844354,0.49,0.7806266918741327,0.5253973381521906,3,5.847650674408056,2435.64625789258,1424.5378856919424,592.8160452502126
50,Product 50,toys,4862.888808347273,4652.052940992681,40,20,3005,326,18,178,4651.623063249378,10,0.005990016638935108,0.89,1.000092414569594,0.6098406503010532,6,8.44527882959911,2761.7279599608955,1462.116403063641,4189.0656811433055
51,Product 51,toys,3305.9227255313986,2791.173993560148,41,5,3434,709,41,24,3581.3993236548786,2,0.011939429237041351,0.12,0.7793529124564942,0.9759509543241782,6,7.934575780550907,2761.7279599608955,1462.116403063641,2906.3369986264347
52,Product 52,sports,2127.7080427342444,1844.2984520362756,50,14,2843,787,17,123,2297.833000660875,8,0.005979599015124868,0.615,0.8026251043943754,0.3570794486248229,5,7.520396306013753,2362.3050146163573,1439.774856158148,2034.8409822748574
53,Product 53,electronics,2903.130254587825,3324.25761266228,95,17,6567,76,5,179,3091.2698028463037,4,0.0007613826709304097,0.895,1.0753696133548263,0.6441925382078012,3,8.109302427581143,2435.64625789258,1424.5378856919424,3120.9866738135815
54,Product 54,books,2839.844882824076,2435.654918336794,65,13,5272,196,99,182,2475.5758215338756,4,0.01877845220030349,0.91,0.9838740939179368,0.10981021085219689,1,7.7983814425880835,2258.384216522873,1536.4432032777277,2289.414548784253
55,Product 55,home,4505.132847641264,4049.6922855618623,51,17,8389,884,24,79,3739.2745471127023,8,0.002860889259744904,0.395,1.0830154979363178,0.7201216570067804,4,8.306643080199546,2607.7514029807867,1439.7449061287261,3863.4649444605934
56,Product 56,beauty,2668.6727433497726,3124.0579965855186,37,15,1114,89,46,44,3215.092646352596,12,0.04129263913824058,0.22,0.9716852172610475,0.7914692330229062,0,8.047208120905653,2483.0589853955703,1439.4142289513322,3118.820843704618
57,Product 57,books,4926.101352774126,4458.287165953599,47,7,4448,421,73,196,5469.819067678894,7,0.01641187050359712,0.98,0.8150703178278004,0.5341279463396202,1,8.402744203978687,2258.384216522873,1536.4432032777277,4437.82152484238
58,Product 58,home,1973.8918737693457,2349.8439060957335,62,11,3558,113,97,61,2015.4859016054081,11,0.027262507026419337,0.305,1.1658944893754886,0.5768084508237632,4,7.762529651650916,2607.7514029807867,1439.7449061287261,2547.560802001516
59,Product 59,toys,4821.854034426601,4361.773516094939,45,7,2800,862,90,138,5875.9685605248715,5,0.03214285714285714,0.69,0.7423071568826303,0.2354434681360016,6,8.380863261644429,2761.7279599608955,1462.116403063641,4864.9826283348675
60,Product 60,sports,549.5928488191777,535.8991702703955,77,9,6783,794,40,61,425.6738432172903,6,0.005897095680377414,0.305,1.2589431528609085,0.9405080469675035,5,6.285810312019238,2362.3050146163573,1439.774856158148,707.461810373895
61,Product 61,clothing,307.3065037994481,345.52086646932383,25,13,942,284,53,95,332.5553008535227,11,0.05626326963906582,0.475,1.038987697933319,0.516109074385944,2,5.847943037507454,2524.992439408614,1558.1829933031215,577.9560610254202
62,Product 62,electronics,2334.2810870426124,2759.53620978973,31,7,1537,169,59,132,2108.101703328289,6,0.038386467143786594,0.66,1.3090147431848047,0.5916018162532689,3,7.923180218750815,2435.64625789258,1424.5378856919424,2590.2472523191955
63,Product 63,home,4358.119834728718,4862.162502877909,48,18,1828,776,58,51,5503.056760474173,7,0.03172866520787746,0.255,0.8835384976946811,0.900444546473685,4,8.48944422602436,2607.7514029807867,1439.7449061287261,4959.296051540368
64,Product 64,electronics,3248.4072513162273,2624.7449324693166,66,16,2367,409,34,80,2560.3129034960766,7,0.01436417405999155,0.4,1.0251656853680888,0.2629292814023132,3,7.873119918564553,2435.64625789258,1424.5378856919424,2641.849527712986
65,Product 65,sports,1554.943338094375,1284.8776175925188,78,17,2842,605,71,76,1869.0150175696822,4,0.02498240675580577,0.38,0.6874624363710417,0.4273906052581353,5,7.159196735099958,2362.3050146163573,1439.774856158148,1539.825774576145
66,Product 66,toys,4724.739235975813,4154.947375389613,76,16,7952,608,93,31,3356.8664392559267,9,0.011695171026156942,0.155,1.2377458116297848,0.9006526194412381,6,8.332295689816913,2761.7279599608955,1462.116403063641,3793.210758472899
67,Product 67,home,967.8524893852712,1147.9390924422594,29,12,8548,39,42,150,770.1129806833444,5,0.004913430042115114,0.75,1.4906112755347385,0.5410244803071562,4,7.0465942672550845,2607.7514029807867,1439.7449061287261,1195.966057467423
68,Product 68,sports,3197.954269415211,3724.6399525050288,59,10,1386,518,54,135,3197.463153045201,1,0.03896103896103896,0.675,1.1648734556824383,0.8580451552698529,5,8.222993915388054,2362.3050146163573,1439.774856158148,3355.9003220459963
69,Product 69,clothing,3507.9296544286217,4052.800637384365,81,17,6839,440,3,71,4287.076671762651,6,0.0004386606228980845,0.355,0.9453529637290199,0.5174675356091246,2,8.307410149035181,2524.992439408614,1558.1829933031215,4051.722217254885
70,Product 70,clothing,575.5723701092302,532.4811552060944,77,20,4285,320,52,22,497.21288612735844,11,0.012135355892648775,0.11,1.0709319288834807,0.5495091594383119,2,6.279423747167787,2524.992439408614,1558.1829933031215,745.1323172461284
71,Product 71,home,2038.984447849787,2008.0377085841078,83,8,4633,807,72,49,1773.3024353460871,4,0.01554068638031513,0.245,1.1323718213877085,0.2703100193693281,4,7.605411134466612,2607.7514029807867,1439.7449061287261,2189.10659799535
72,Product 72,electronics,2306.666740286855,1999.8847789463193,98,8,8317,557,52,115,2039.0600362012792,7,0.006252254418660575,0.575,0.9807875900858993,0.6850772003269586,3,7.6013447511898695,2435.64625789258,1424.5378856919424,2043.756982029816
73,Product 73,clothing,138.5417655656885,142.14220653784994,64,14,2514,401,96,189,162.72916558213907,4,0.03818615751789976,0.945,0.8734894327599949,0.14524569055960856,2,4.963838587434407,2524.992439408614,1558.1829933031215,385.3273642152782
74,Product 74,home,869.7400817963514,1006.1254699036366,24,13,2024,689,20,73,845.5432788698222,10,0.009881422924901186,0.365,1.1899159925302147,0.38372394629024853,4,6.9148554826765105,2607.7514029807867,1439.7449061287261,1204.9495187935634
75,Product 75,clothing,2930.7109545109324,3295.1070799229665,88,7,8239,935,79,47,2633.9523711026623,3,0.009588542298822673,0.235,1.2510124010114587,0.6736840001776849,2,8.10049737834235,2524.992439408614,1558.1829933031215,3289.60210525951
76,Product 76,books,873.3808623655572,862.7426238439454,57,17,5750,62,86,146,837.860875955432,8,0.014956521739130434,0.73,1.029696753485643,0.41069679985914576,1,6.761274835356786,2258.384216522873,1536.4432032777277,1036.4049252633279
77,Product 77,electronics,3959.0708354726385,3852.7363768284144,78,15,2571,70,95,55,3966.920600614005,7,0.03695060287825749,0.275,0.9712159039008956,0.7842546441371567,3,8.25679844415121,2435.64625789258,1424.5378856919424,3694.1543677357063
78,Product 78,books,3166.6384439622316,2865.355831547077,33,15,4277,843,90,99,2987.3784003330034,11,0.02104278700023381,0.495,0.9591539629621997,0.8701212196234702,1,7.960796756838769,2258.384216522873,1536.4432032777277,2942.8106125494114
79,Product 79,electronics,465.21452509648856,382.8312733931111,94,18,9585,975,17,117,485.58218926178245,4,0.001773604590505999,0.585,0.7883964483440367,0.679779067583168,3,5.950203063821245,2435.64625789258,1424.5378856919424,598.5527276200875
80,Product 80,beauty,2158.490808490629,2046.6631771868258,70,5,3895,690,27,50,1719.9642041999152,6,0.00693196405648267,0.25,1.1899452164115722,0.04681131165377517,0,7.624454508369423,2483.0589853955703,1439.4142289513322,2140.3195607668176
81,Product 81,sports,337.32085733964396,283.93028202650635,29,9,8475,190,94,62,385.5032443237342,7,0.011091445427728613,0.31,0.7365185279428417,0.7740687927821115,5,5.652244525874806,2362.3050146163573,1439.774856158148,516.9769376346421
82,Product 82,books,3203.7079691261706,3816.8198422170976,32,17,6832,482,75,25,3248.6632090200305,1,0.010977751756440281,0.125,1.1748893611438576,0.5540186619880263,1,8.24743481674417,2258.384216522873,1536.4432032777277,3526.778232712973
83,Product 83,sports,2992.9498502274896,2698.9074889893727,88,5,8145,754,93,115,3184.916356853476,1,0.01141804788213628,0.575,0.8474029414247307,0.9487242516273906,5,7.90097278806815,2362.3050146163573,1439.774856158148,2718.5403873367904
84,Product 84,toys,4040.8637679974518,3388.3033213709414,63,6,9866,883,97,146,4725.471464859914,12,0.009831745388201906,0.73,0.7170296861524668,0.5822207949601543,6,8.128379669334363,2761.7279599608955,1462.116403063641,3765.037856125635
85,Product 85,beauty,4309.256572365827,3910.725881822605,37,10,3139,536,32,114,5307.605414509819,6,0.010194329404268876,0.57,0.7368154895485535,0.10203487822111934,0,8.271733957590872,2483.0589853955703,1439.4142289513322,4025.173850899952
86,Product 86,clothing,430.72413804681315,345.7205989806145,33,8,3069,156,38,43,446.79225136432564,1,0.012381883349625285,0.215,0.7737837841299204,0.5567846761287102,2,5.8485192653494735,2524.992439408614,1558.1829933031215,568.7986697860703
87,Product 87,books,4125.931256538047,4540.39274007283,35,14,1169,346,92,178,3690.1596935856164,1,0.07869974337040206,0.89,1.2304054884034212,0.16392669701217932,1,8.420989014931962,2258.384216522873,1536.4432032777277,4496.543198673194
88,Product 88,toys,3468.3335491084877,3361.0130031860936,60,6,1373,334,46,184,4325.456087438573,10,0.033503277494537506,0.92,0.7770308922905749,0.36475352894068147,6,8.120295181654743,2761.7279599608955,1462.116403063641,3498.9737452924905
89,Product 89,sports,4428.408850242621,3609.6357923497653,45,12,3640,655,70,142,4608.113688363314,2,0.019230769230769232,0.71,0.783321774691678,0.6335982108116224,5,8.19163915558414,2362.3050146163573,1439.774856158148,3614.032414554129
90,Product 90,home,1365.3478179833844,1505.9724586831792,50,6,7992,657,14,61,1378.2077227212592,1,0.0017517517517517517,0.305,1.0927035408781847,0.6168307534478552,4,7.317857922867709,2607.7514029807867,1439.7449061287261,1607.9954122111978
91,Product 91,beauty,1601.662393404265,1305.850749868465,90,16,6820,909,28,152,1660.4478687953156,3,0.004105571847507331,0.76,0.7864448950245472,0.8549192859750439,0,7.175375514195119,2483.0589853955703,1439.4142289513322,1555.646245024748
92,Product 92,beauty,3333.4663395286675,2876.491179111865,67,20,6958,406,13,91,3427.602930408787,1,0.0018683529749928141,0.455,0.8392136538314856,0.7809366443966371,0,7.964674075121962,2483.0589853955703,1439.4142289513322,2957.8121366026758
93,Product 93,beauty,3036.5635158064765,2675.161937251118,24,17,2207,712,30,69,3137.6556800593094,10,0.01359311282283643,0.345,0.852598949672053,0.07367901680053524,0,7.892138934085012,2483.0589853955703,1439.4142289513322,2583.771272082205
94,Product 94,toys,1572.1191627282994,1648.4488336442591,28,19,4563,562,41,167,1482.195252518493,7,0.00898531667762437,0.835,1.1121671256491168,0.640642727426471,6,7.408196470875166,2761.7279599608955,1462.116403063641,1850.1102727194957
95,Product 95,beauty,1829.4119890000675,2027.6344175050922,50,10,7649,740,60,137,1757.9479682147373,3,0.007844162635638646,0.685,1.1534098017498389,0.9935559764800389,0,7.615118144934762,2483.0589853955703,1439.4142289513322,2193.9783893154954
96,Product 96,beauty,4378.103444226651,4614.11737974583,46,10,9530,799,80,92,4757.168246200772,6,0.008394543546694649,0.46,0.9699294077796833,0.5915412770620416,0,8.4370925810113,2483.0589853955703,1439.4142289513322,4432.190073305319
97,Product 97,electronics,3921.2315848827443,3825.762401090047,57,10,8643,842,19,148,3838.7100790257346,11,0.0021983107717227814,0.74,0.9966270758486211,0.043676435539168446,3,8.24977439859897,2435.64625789258,1424.5378856919424,3828.2587386042787
98,Product 98,sports,4011.0079781622444,4703.421084842717,35,6,7919,980,88,53,4824.303710250957,6,0.011112514206339184,0.265,0.9749429901870852,0.9145888563433471,5,8.456258001907726,2362.3050146163573,1439.774856158148,4598.668001509463
99,Product 99,toys,2328.9127651141052,2381.312600508062,92,13,2727,367,64,34,2482.9312990997446,6,0.02346901356802347,0.17,0.9590730929089633,0.7878983729585918,6,7.775826975774975,2761.7279599608955,1462.116403063641,2486.584162037571
100,Product 100,books,2995.567673588165,2844.329174522335,38,6,3991,724,3,178,2431.1120068505284,8,0.0007516913054372337,0.89,1.1699704359599308,0.6822431632740589,1,7.953434042687178,2258.384216522873,1536.4432032777277,2537.1515126612185
101,Product 101,toys,3424.9997181336303,3786.21684968412,39,6,9486,968,80,28,3605.962405711008,9,0.00843348091924942,0.14,1.0499878877515836,0.7261008427716303,6,8.23938668786371,2761.7279599608955,1462.116403063641,3642.7645690720806
102,Product 102,home,3210.112393143058,3355.6396808004556,31,17,4012,929,2,160,3331.0419055347024,3,0.0004985044865403788,0.8,1.007384408831628,0.4484629378527337,4,8.118695657528702,2607.7514029807867,1439.7449061287261,3654.2239089580307
103,Product 103,books,1857.3728252592173,1790.3026341592674,46,12,943,34,51,163,2283.846884423634,7,0.05408271474019088,0.815,0.7838978376219294,0.6280307528619835,1,7.490698362749349,2258.384216522873,1536.4432032777277,1824.9090709002307
104,Product 104,home,4324.433466335709,3976.3153511264713,38,9,6236,720,30,27,5366.049007638506,12,0.004810776138550353,0.135,0.741013610845938,0.5418790250601806,4,8.28836233578462,2607.7514029807867,1439.7449061287261,4260.110086138197
105,Product 105,beauty,302.0013828930073,303.49243277405145,40,15,1736,278,28,15,295.7520347450348,10,0.016129032258064516,0.075,1.0261719180924302,0.16211575214671958,0,5.7186462355244085,2483.0589853955703,1439.4142289513322,527.6938736726024
106,Product 106,beauty,904.9268410837732,873.6230926277439,46,11,6287,518,9,89,717.1774066595723,10,0.0014315253698107206,0.445,1.2181408456477392,0.8044689050878909,0,6.773793042275052,2483.0589853955703,1439.4142289513322,1026.0014767699101
107,Product 107,books,1677.9312861160493,1488.0830348376512,58,7,177,511,95,100,2007.937333455352,9,0.536723163841808,0.5,0.7411003371688342,0.7518242036388804,1,7.305915796634645,2258.384216522873,1536.4432032777277,1663.4986442009392
108,Product 108,clothing,3679.3667468170033,2954.5222969363176,58,18,4813,104,68,190,2606.6294239609183,3,0.01412840224392271,0.95,1.133464645866982,0.9138024266423502,2,7.991430664453973,2524.992439408614,1558.1829933031215,2922.609147826977
109,Product 109,books,4940.398126272837,5100.173795852249,88,10,2808,836,61,54,4936.46861453018,10,0.021723646723646725,0.27,1.0331624069968182,0.8105836633015163,1,8.537225948280037,2258.384216522873,1536.4432032777277,4729.014582311127
110,Product 110,clothing,3008.6982975850765,2697.7347702773263,78,14,6028,640,27,88,2673.84391438666,8,0.004479097544790976,0.44,1.0089350226324436,0.19397945187259447,2,7.900538338562451,2524.992439408614,1558.1829933031215,2564.0840870387447
111,Product 111,clothing,4111.022200235238,3352.1356962120394,41,11,3202,114,36,32,4617.103783056109,11,0.011242973141786383,0.16,0.7260256328899815,0.43436409118461083,2,8.117651215737418,2524.992439408614,1558.1829933031215,3338.5284300024346
112,Product 112,electronics,1546.1384935837555,1791.4331979053284,57,18,3556,57,86,84,1429.517048530104,8,0.024184476940382452,0.42,1.253173720276623,0.12613859681436912,3,7.4913293042230205,2435.64625789258,1424.5378856919424,1825.5030356946097
113,Product 113,clothing,682.955862395394,700.6594501562882,32,19,846,471,57,71,688.2939320374312,1,0.0673758865248227,0.355,1.0179654614740734,0.9456755399027977,2,6.553448172582592,2524.992439408614,1558.1829933031215,858.7532698614954
114,Product 114,beauty,753.4478086547995,870.2441990521905,68,15,7201,798,56,81,747.2382417962116,9,0.007776697680877656,0.405,1.164614108828661,0.9918700512880256,0,6.769922303862829,2483.0589853955703,1439.4142289513322,970.1870442534868
115,Product 115,sports,3085.32165029036,3017.0907390197804,79,13,3317,185,41,183,2247.7852477349443,2,0.01236056677720832,0.915,1.342250440543665,0.6299284257187346,5,8.012379704820084,2362.3050146163573,1439.774856158148,2922.997337909062
116,Product 116,clothing,3965.04633097326,4566.857969869568,61,10,7770,631,73,136,3491.6755185662882,3,0.009395109395109395,0.68,1.3079273677024714,0.4742731678403498,2,8.426799658442127,2524.992439408614,1558.1829933031215,4403.715999255994
117,Product 117,beauty,2746.0489540523768,2524.476063209903,88,13,2979,418,69,179,2550.5760334065317,4,0.023162134944612285,0.895,0.9897670291515404,0.5378089641983138,0,7.83418486382316,2483.0589853955703,1439.4142289513322,2737.073836111519
